Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
105893,B001GKV8DQ,A2I7GL2S78S2AU,JOHN D,1,1,5,1333756800,Indus Ceylon Cinnamon,"Indus Ceylon cinnamon, the only ""true cinnamon"" and the one that has all the expected health benefits associated with cinnamon. Indus Ceylon cinnamon is very aromatic and smooth tasting. This is the only cinnamon that I use as a daily supplement. I am very happy with my purchase from Indus. High quality and prompt shipping make this a 5 star item.<br /><br />John D."
143224,B0007A0AQM,A3UO6ZDX74BWFQ,mytega,0,0,5,1337299200,Great Training Treats,"These treats are perfect for training.  They do not crumble and a dog can eat them quickly and easily.  A dog will not lose focus since he won't have to stop and eat.  I actually cut them in quarters for agility class.<br /><br />As far as flavors, my dogs will eat anything.  From the owner's perspective, the salmon smell so much better than the chicken.  The chicken has a typical dog food meat smell, but the salmon does not smell like dog food at all."
413405,B001EQ4IJS,A1D6TJNHHWAZTQ,"SERGIO TORRES-RIVAS ""SJTR""",10,10,5,1163376000,Hard to find pleasure!,"I cannot begin to state how excited I am to find this available from Amazon.com. Carnation Chocolate Malted Milk has been a favorite of my Mother Velia all my life, and therefore it was expected on the breakfast table. I'm 35 now with my own family and I have an incredibly hard time finding the chocolate version in particular. To be able to order this ""comfort food"" and have it shipped means a great deal. Highly recommended to anyone who enjoys chocolate milk!!"
108464,B002138O4I,A6DGSMUV2ULSG,"Naturalist ""3trees""",1,1,5,1302393600,yummy,I eat these on long runs and marathons.  They are small enough to chew and swallow easily.  They taste really good - but sweet.  They are easy on my stomach.  I like that I can eat just one or two at a time instead of a gel that is sticky to carry partly eaten. I learned about these from a friend who has several food allergies - but has no problem with these.
46153,B002WWHXZO,AM6O5UTNX3SDH,"J. Thomas ""gadget lover""",0,0,5,1299542400,Starbucks Breakfast Blend,"We have been searching for a replacement for the coffee we previously used, which has been discontinued.  This blend fits the bill!  We really like the flavor.  Glad to have discovered it."
453201,B0029XLH4Y,A2RYOOL2R9JY3I,Carl Corneliuson,0,0,1,1329350400,Grounds in cup and failed to brew twice,Like others I havew had at least three instances of grounds in my cup.  Also two instances where the Keurig just couldn't push the brew through the cup.  Just failed.  None of the other types of K-cups have ever done this.
441745,B006AQF62A,A1OEL4UZT3KKI4,"coffee drinker in PA ""coffee drinker in PA""",0,0,5,1344988800,great coffee - terrible price,"This is one of the best choices, in my opinion.  I also adore Amazon, but they need to negotiate a better price for their Tassimo Disks.  These are available at BedBath & Beyond for $10. and I always get 20% off which brings it down to $8.00 --- they were $7.50 (before the 20% off readily available coupons) until about 3 months ago.  Again, this is an excellent blend with full flavor - not bitter - I think it's my favorite."
83635,B005ZBZLT4,A1Q1W8BNX4VQKT,2001748s,0,1,5,1334707200,review of unique cup design-not the coffee inside it,"This is a first impressions review of the unique cup SF Bay uses in place of the traditional sealed K-cup design after using 12 cups.<br /><br />The cups work fine. They may take a few more seconds to brew (I haven't timed it) because the filter bag inflates with the hot water before the coffee comes out. This makes me think that the mesh bag is actually sealed somehow and that seal is broken with the pressure of the hot water as it's injected into the cup. A strong smell test indicates that there is some sort of seal there because there is not a strong coffee smell coming from the dry cups.<br /><br />If there is some sort of seal these cups should stay fresh longer than they would if the coffee was completely exposed to air. I am still storing these cups in the sealed 12 pack bags they came in and would recommend storing them in a sealed container if you don't go through them quickly. The need to store them sealed takes some convenience out of the K-cup system but the lower price of these cups should offset that.<br /><br />As for the coffee itself, it was good, strong, and tasted more like a fresh cup of coffee than any other k-cups I've tried. It could be the coffee or could be the cup itself. I plan to order a few different flavors in this cup style to find out."
335190,B003D4MW38,A3P3TI0YTZ3J1M,M. Williams,0,0,5,1318032000,Yum,"This is the favorite tea of fictional character John Luke Picard of the Starship Enterprise (ie.Star Trek) and it is a favorite of mine!  Fragrant and earthy, this fabulous black tea always make as if a comfortable old chair is embraceing me.  Familiar, soothing, and inviting.  Try it...you'll REALLY like it."
461657,B008K9TJDM,AXCWTGPOC51L5,pronoah,0,0,5,1349913600,Great coffee without the caffeind,"For anyone who still thinks that decaf coffee means Sanka crystals, you are missing out on good flavored coffee without the caffeine.  I enjoy drinking several cups of coffee a day, but the caffeine can make me edgy.  So I balance out my regular blend coffees with a decaf like the Green Mountain extra bold.  You still have plenty of robust coffee flavor, but no caffeine.  I highly recommend it."
57261,B00817GPWQ,A1N3GQOJG6ELSF,Comfy slipper,0,0,5,1285804800,Absolutely wonderful coffee,This coffee is really enjoyable to drink.  I love it in the morning or in the evening with desert.  I would definitely buy this again.  Great deal for the price.
332851,B000Y3ZECM,AA0Z1A92IDOAB,Rebecca,1,1,5,1282521600,Nothing better!!,"I was never I big honey person but this honey changed eveything! Its so fresh and, well, amazing! I love it in my tea and as a snack with a banana. All I can say is YUMMY and if your thinking about getting this.... do yourself a favor and do!"
12781,B0030MNHEG,A30UDLR0UIDCWI,NoPantsJim,0,0,5,1342915200,Amazing stuff! I'm going to have to start ordering in bulk!,"As a longtime Offspring fan and Tabasco junkie, I finally gave this stuff a shot after hearing Dexter on the most recent Adam Carolla podcast. I feel foolish for having waited so long, because this stuff is incredible! I've nearly emptied my bottle after only a little more than a week. I will definitely be ordering more soon!"
494624,B0012VSXIM,A3NCHY1OPJ237B,wayneroxu,3,3,5,1329177600,Seller did the right thing!,"February 14, 2012<br /><br />To: D&S Office Supply and Amazon.Com,<br /><br />I would like to retract my previous review, as I believe that I jumped the gun. I received a defective bag of candy. Thinking that it would be taken care of in just a few days was unrealistic as this company does a lot of business and responded within a reasonable amount of time. They not only sent me a replacement bag but they sent two bags.<br /><br />I feel terrible for assuming that I was going to get taken, that was thoughtless of me. Amazon does an excellent, AAA job of protecting our purchases against fraud while assuring the highest level of quality and customer service.<br /><br />I would like to not only retract my last review and complaint, but apologize to D&S Office Supply and Amazon.Com for my hasty complaint. It was most certainly unfounded!<br /><br />Kind regards,<br /><br />W. Woodward"
475415,B0028CXZUK,A12OVEFR470VFF,gonzo,0,0,5,1339113600,constant level of quality,The quality and taste of this item is consistant from packet to oacket. Others have disapointed me and I just tossed out.
350497,B001BKL93U,ACZA62F9MWNCS,"M. Leahy ""Mary""",3,3,5,1279152000,Quality premium dog food.,"My sister told me about Organix brand dog food.  After reading the ingredients I began buying it for my dogs.  I only feed them premium dog foods like Organix and Chicken Soup for the Dog Lovers' Soul.  They contain real meat products and no fillers.  Organix takes this a step further with organic food in the ingredients.  The price is a bit higher, but it's worth it to have healthy pets!  My last dog died of cancer, and after a lot of research, I believe that high-quality pet food ingredients without fillers are the best plan for healthier pets!"
423639,B001G0NKZU,A1HYJABZEEBG8Q,"Elizabeth True Pen ""Animal Person""",0,0,5,1258156800,What is in these kitten party treats?,My four cats were all very enthusiastic about the taste and crunch of these kitten treats.  This is extraordinary for them to show such enthusiasm for such a little morsel.  What is the magic ingredient Friskie puts in to this product?  Why isn't this ingredient or baking process used more often?
164461,B0000E2T68,A11ACQW8RYEVMF,Stacy,0,0,5,1331856000,quick delivery,These gumballs were exactly what I needed.  I received them quickly and was happy with my purchase.  They gumballs had a great flavor and were very uniform in their size.
563907,B002C54UK2,A1CC63KLU8NO4Z,Mario Staiano,0,0,5,1316995200,Community Coffee Whole Bean Review,Great coffee from a old favorite. The Breakfast Blend makes a perfect cup that is not too strong. Great deal from Amazon and will buy it again.
464688,B000UBD88A,A2X81XA57054L9,Mike D.,0,0,4,1246838400,Convenience versus cost,"Senseo Dark Roast is my favorite of the pods I've tried.  Good, bold flavor.  Shipping was fast.  The question for me is always convenience versus cost.  Being in a 1 coffee drinker household, there is less waste and trouble making a cup in the Senseo than brewing up coffee in the coffee maker."
120730,B005K4Q37A,ARYZEUW77YJH8,Mark A. Basta,2,2,1,1338336000,There's a reason why these are so cheap,"Indeed, this nonsense product parading around like it's real cappuccino is right up there with that swill you get out of the gas station machine.  High in calories, low in quality, you get what you pay for.  I had to take and mix one of these with a cup of regular coffee to make it drinkable.  Granted, I've only had 2 cups of it but I'm going to give the rest of the box away.  Save yourself the disappointment and the money and avoid this garbage."
316143,B000MTU2DO,A26E7T9SJDG0AV,ToucheTurtle,1,1,5,1299801600,No caca,"I'm always leery of buying seasoning mixes because of the monosodium glutamate, weird sugars, and unpronounceable ingredients. I don't like buying the individual spices because by the time I get back to using them, they will probably be way out of date. With these ""inspirations"" from McCormick, I don't have to measure and I've got exactly the spices I need. I hope this product will stay around."
173208,B00112JV6A,A13JJ90VCZI7EZ,Judy & Woody,0,0,5,1243209600,Best tea I have tasted,My husband's daughter gave him a Dilmah tea chest from her visit to Sri Lanka.  It is definitely the best tea ever.  I am so glad we can obtain Dilmah tea locally.  We can now re-fill our tea chest to offer to our friends or to ourselves as a treat.
476373,B0021I6MWY,A1TY4IB4MCKOAQ,L. Jeep,0,0,5,1299369600,Love this tea!!,I love this blueberry tea.  I drink it in the evening with a bit of agave nectar and it is calming and takes the edge of my sweet cravings.
257480,B002TSA91G,A2FRKEXDXDN1KI,Dennis A. Amith (kndy),1,2,5,1267056000,Like the fragrance and how it includes exfoliation to the body wash,"As a guy who tries various types of body wash, what's important for me is price, volume and exfoliating properties.  Dove's latest Care Deep Clean Body Wash for men features a good fragrance, not so overpowering.  Also, a clean body wash from a reputable brand.<br /><br />Opening for the bottle is at the bottom and didn't experience any of the body washing running out.  You also get a lot for 18-ounces.  Also, it does include the exfoliating particles that is important, in my opinion for a body wash.<br /><br />Overall, it does the job, smells great and it all comes down to price. If you see a good deal for the pack of three or individual, definitely give it a try!"
175552,B0017WG180,A6BESLLH4LTR,"Karen Jones ""Kajwords""",1,2,3,1309132800,It takes just a little!,The price is great and the product is ok.  It's not top of the line Stevia however it does add the sweetness without the glycemic spikes of real sugar.  Beware a little bit of aftertaste.
96872,B003WK0D8O,A23LQTCXKUQ3HX,Katja,0,0,5,1341792000,yummi for the cats,We got 2 cats. 1 Siami and 1 Main Coon. Food is great and the cats like it. So what i have to say?
510144,B002GWMGJI,ABOY3HSWWBM9J,"TL ""bean nut""",6,6,5,1268524800,"Very nice taste, easy to roast and well packaged","I just started home roasting and this was my first purchase of green coffee.  I am a coffee enthusiast, and living in a small town, home roasting is the only way to get fresh roasted coffee as the stores just don't sell inventory fast enough.<br /><br />My first batch of this coffee was great tasting with nice body and earthy flavor I would expect from Sumatran. It was packaged well and I received it in 3 business days.<br /><br />From past experience with store bought Sumatran, I like a city plus or maybe full city roast rather than the very dark vienna or french roast the stores seem to like. Roasted to city plus or full city, this product produces a flavor that is full and earthy, but not over the top like a dark roasted Sumatran can be. Lighter than city plus will taste grassy like most coffee. Just my preference and your experience will tell you what works for you.<br /><br />I read some home roasting how-to articles on the web and tried to roast using an air popper to a city plus or full city, ending up with nice medium colored and evenly roasted batch. The aroma when newly roasted is kind of ""raw"", but after an hour or two it is fantastic.  It wasn't very tricky to roast and I've been able to repeat the results as often as I need fresh beans, usually 6 to 8 oz. of beans each weekend.<br /><br />After letting the roast ""breathe"" for a day, it made great espresso in a 15-bar pump espresso machine with fair crema, and in a 3-cup Italian moka pot. With a coarser grind it was terrific in a French press as well. I haven't tried it in a drip machine. The results have been consistent from batch to batch and I would buy it again."
343955,B008J1HO4C,A3LGNIAM5WQ9BJ,"Janet Nellis ""Janet loves books!""",0,0,5,1244073600,McCain's Oatmeal,This is easily the best oatmeal out there.  We won't eat anything else.  It really gives oatmeal a whole new taste.  It doesn't have a mushy texture but a very chewy texture and I highly recommend it.
209290,B000QCOALC,A2UDFZIRE0CFYU,KH,1,1,2,1337904000,Better Product Package,"I thought this would be a good idea for travel, but I was wrong.  When I received the Nutella several of the individual packages had opened and were leaking.  I tried to pack some in lunch boxes and the same thing happened.  It makes a mess!  I would not buy the individual packages of Nutella again."
309062,B001EO5MBI,A2KQHF156XJM40,A. W. Webb,2,4,2,1187827200,"Ho Hum, Ho Hum, Slightly better than None (or Folgers)","Perhaps it was the dry, dull, look of the beans that should have warned me of the average flavor forthcoming from my Espresso machine.  Should Amazon or whomever sent me this, state the roasting date on its advertisements?"
567153,B001EO777U,A2ZEFDVX4X5TPX,"Thomas A. Roberts ""tomrgalvtx""",2,3,5,1281139200,Best Instant Coffee no doubt,"This instant coffee is the best instant coffee available on the market without regard to price per cup, even though its generally in the lower half pricewise.  I have used the better known brands for years, Tasters Choice and Nescafe Clasico, and they are always at the top but now the new guy or girl on the block is on top and rightfully so.  I tried the new concentrates in the tubes from Starbucks and the jungle juice and there is no contest and Bustelo is there flavor and price wise by very comfortable margins."
60537,B003QNJYXM,A2G6ZL8A6BL31A,asunnysnowman,0,0,5,1346371200,5 Hour Energy is AWESOME,"It's ridiculously well priced for what you get - it lasts like it says it does, it doesn't taste horrible.. it's win all over!<br />Not the best for first thing in the morning, but that afternoon lull, it's  great. It'll get you through the day with no problems.<br />Also, I LOVE to take it right before working out - it gives me a massive amount of energy and I get a great burn.<br /><br />I received a free sample of 5-Hour ENERGY® from Smiley360."
114892,B003R0LL1W,A1XGFW5016CGQI,Cathio,3,3,5,1287100800,"GREAT DOG FOOD, GREAT PRICE!","At first I tried this because of the price and free shipping. I had never heard of it before.  My 11 dogs love this so I say it is great! The tiny ones (toy poodles) get the almost straight food. The others get this mixed with their Bil-Jac. I am impressed with the ingredients. Not full of corn! Another thing I noticed... Every time I have fed my dogs any brand of straight canned dog food, with the exception of Science Diet, they had diarrhea. Not with this one. Not even one of them had it. That's a good thing. I ordered two more cases and will continue. The price is reasonable too and free shipping with Amazon Prime or free shipping with purchase over 25.00.The only fault I could find, in my opinion, is that the product has lamb.  I won't eat lamb and have never before bought any dog food with lamb or veal in it. I do not like the way the animals are treated and lambs are sweet, baby cuddly things. It makes me sad.  Unfortunately, this company uses lamb in most everything for some reason.  I have never seen this before in a dog food  product. They might have one or two items with lamb, but not most all. They do have the chicken and rice without lamb. Regardless, at this time , I plan on ordering this dog food monthly for my dogs as they love it so much and other than lamb, I am impressed with the ingredients."
282992,B000YT3I56,A2R2IOW96R8LR9,Jeff,1,1,4,1278720000,Great product.,"These are some of the best cookies that I have ever eaten.  You would never know that they was sugar free.  My only problem that I had was that my box had been opened and re-taped, and was short 8 packs.  But other then that, I highly recommend these, if you like lemon cookies.  Jeff"
159052,B004HYAIES,A3SJOWSYJDP9RC,EUGENIA A HOOVER,0,0,5,1337212800,Best Tea,Best tea on the market.  Have been ordering for years...both caf and decaf.  One bag makes a lot of delicious tea.
276432,B0039OT488,A3JMUTA1W729RF,G. North,1,1,3,1313712000,Seems to work; not many options,"This food seems to prevent bladder stones, but it's by no means loved by my dog.  She'll eat when she's very hungry and not before.  That said, she utterly turns up her nose at the only other commercially available canned bladder-health food I've been able to find, as well as any dry food at all.  I think it comes down to what your dog likes to eat - if possible, get a sample from your vet before you commit to pounds of the stuff.  That said, I have found that a little water and a bit of crumbled dehydrated chicken sprinkled over the well-mashed food do help matters."
36037,B001ACMCNA,A2U4Z4NU39Q950,Yvonne Thompson,0,0,5,1341446400,Great taste,First time we have used Chebe produce.  We loved it.  Has great taste and easy to make.  Will buy again.
483354,B0006Z7NOK,A3MSB7N678O962,Gitona,0,0,5,1259193600,Smelly yet Satisfying,I bought this so that I could use it with my Aztec Secret - Indian Healing Clay and it really does the job. I do not use it for anything else though. It gets murky so shake it up once in awhile. And yes...it stinks!
177162,B0030VJ8E0,A57LMTWZPWRYY,Amy Livings,0,0,5,1302652800,My baby & toddler love this!,"I originally bought this after my toddler had tried some squeeze pack apple sauce and enjoyed the novelty of it.  She likes applesauce anyway, but I thought I might be able to get her to eat some veggies if I could find them in a squeeze pouch too.  This fruit and veggie mix is perfect -- she gets some green veggies, but it really does taste just like pears!  I've tried several flavors, and this is her favorite by far.  My baby is starting solids now and she likes this one too."
434743,B000VIFCYU,A2RLJDBNDC2XHW,"YY ""YY""",0,0,5,1328227200,My baby loves it!,It's a must-have when bringing my baby outside. So convenient and my baby is very happy drinking it. Highly recommend it!
19828,B00390T5JA,A2TJG4N8LNJW23,Blythe Dresser,1,2,5,1326672000,We really couldn't be happier and now our Cusinart is in retirement...,"My boyfriend and I received the Keurig Elite brewer as a Christmas gift after lusting after the brewers all of my friends and family owned.  We have been using a trusty Cuisinart 10-cup drip brewer for a couple of years now, and while it has served us well, it was a challenge to get a consistent cup of coffee.  Somehow we always ended up on either the too-strong or two-weak side of the line, despite our best efforts to be consistent.<br /><br />I should mention that we are students living on a very strict budget and we knew that the Keurig would end up being a little bit more costly than our Cuisinart.  But we really liked the idea of brewing coffee a cup at a time and cutting down on waste.  Thankfully, my generous sister surprised us with one for Christmas and it has really turned out to be a perfect gift!<br /><br />WARNING!<br /><br />I feel it is important to mention that we almost sent this back.  Considering how I've been singing its praises, I'm sure this is surprising, but there is something that ALL new Keurig owners should be made aware of.  The first maybe six or so cups aren't going to taste quite right.  Apparently this is a common problem.  There is a sort of plastic-y taste going on, even with coffees that don't normally have that fake finish.  It's the newness of the brewer.  Run five cups of straight water through it and then one cup of white vinegar to get rid of this problem.  I can't imagine how many people must have received one of these and then written it off immediately because of this issue.  It's a quick fix and a one-time deal, so be aware of that ahead of time.<br /><br />Now... as I was saying:<br /><br />The Keurig Elite is the entry level of the full size brewers (Keurig also makes a Mini, but we have friends who have had problems with that model).  It has a great water carafe that only needs to be refilled once every six cups (convenient!).  There is no digital display unlike some of the higher end models, but we don't find that a problem.  For those wanting to set up brew times in advance, though, that might be a make-or-break feature.  We manage just fine without it in our household.  It has the two cup sizes and, although they are only two ounces apart in size, the difference between the two can be quite dramatic.  I like a milder cup of coffee while my boyfriend prefers something stronger so I brew on the larger size while he picks the more potent smaller for his cup.<br /><br />When we turn the power on in the morning it takes about 3 minutes for the brewer to heat up and then it really truly does brew the cup in less than a minute.  SO convenient when you want to make a quick cup on your way out the door!  No muss, no fuss.<br /><br />We tried out several pods from the 12 k-cup sample pack the brewer came with (another bonus!) and since then we've also tried out a few of Keurig's other offerings.  It's really hit-and-miss in terms of what you'll like and what will be positively NOT your cup of coffee.  Here are some of the blends we have tried and enjoyed:<br /><br /><a href=""http://www.amazon.com/gp/product/B00474OR8G"">Caribou Coffee, Caribou Blend, K-Cup Portion Pack for Keurig K-Cup Brewers, 24-Count</a> - Our standard go-to good cup of coffee.  Nothing fancy or amazing, but consistently good flavor.  You can't go wrong with this medium roast.<br /><a href=""http://www.amazon.com/gp/product/B003JA5KLM"">Green Mountain Coffee Nantucket Blend, 24-Count K-Cups for Keurig Brewers (Pack of 2)</a> - An alternative to the Caribou Blend that might be easier to find in most stores.  One of the few Green Mountain cups that I've tried and enjoyed.<br /><a href=""http://www.amazon.com/gp/product/B005IPJTZE"">Swiss miss Hot Cocoa K-Cup, Milk Chocolate, 12-Count</a> - The only hot chocolate k-cup we've tried and enjoyed so far.  It is artificially sweetened and you can tell that immediately, but it isn't weak or watery and definitely gets the job done.  Tip: shake the pod before you put it in the machine to loosen the powder.<br /><br />The only thing I don't like about the Keurig and its pod system, however, is that the pods are wasteful and non-recyclable.  Very disappointing.  Keurig is reportedly working on making a recyclable pod, but until that comes out I feel a bit guilty about going through the pods so quickly.  However, there is a solution to this problem!  We picked up the <a href=""http://www.amazon.com/gp/product/B0051SU0OW"">ekobrew Cup, Refillable Cup For Keurig K-Cup Brewers, Brown, 1-Count</a> to use with our brewer!  And it has been perfect!  I'm Canadian so every time I visit home I pick up a big drum of Tim Horton's coffee (the best cheap coffee money can buy) and I can still use it in this little reuseable k cup.  Some reviewers had said that the ekobrew doesn't work with all Keurig models but I can attest to the fact that it works perfectly with the Elite brewer.  Apparently it is leaps and bounds better than Keurig's own reuseable My K Cup pod.  It's definitely worth the $10!<br /><br />Honestly, you really can't go wrong with the Keurig Elite.  We love it as a one-cup brewer without all the bells and whistles and we can't wait to try out the new pods we're set to receive from the included buy 2 get 2 free promotion through Keurig's website."
464592,B000UBD88A,AH8B8E8ZS4YIJ,Neeltje Dalman,0,0,5,1284768000,taste,"We have tried several brands of coffee pads, even the local store brands in The Netherlands, but only one has the right taste and that is Douwe Egberts Senseo pads. We prefer medium. Delightful cup of coffee. Neighbors make excuses to knock on the door, because they know we invite them in for a Dutch coffee.<br />In comparison with prices, they are quite a lot cheaper in Europe. So we brought an extra suitcase loaded with 2000 Senseo pads back home. Hope prices will come down somewhat, in spite of the discounts it is a rather expensive ""cup a java"" in the States."
509035,B00473UBEQ,A2O7Q8KBXC1HEL,popester,0,0,5,1303948800,Great Dessert available now from Amazon,"Junket dessert is a fast, easy, and delicious topping for cake or fresh berries.  Always a hit with family or guests."
200026,B0000D94M3,A35IS2YP3YPKZN,B. Rheaume,3,3,5,1155513600,Go Lightly Cinnamon Hard Candy,"Excellent product.  Long lasting hard candy, sugar free, great taste without that funny after taste of other sugar free candies."
404718,B0010EIIPE,A3KDLIKTK6G4CO,Major Lazer,20,21,5,1257033600,Sweet Hazelnut Bliss,My girlfriend introduced me to these chocolatey delights a few years ago. She had brought them back from a trip to the middle east and I also found some on a business trip to Hong Kong in the airport a few years back.<br /><br />The Kinder Bueno is the love child of ferrero rocher(sp?) and kit-kat. I adore these and was happy I could find them on Amazon.<br /><br />My girlfriend now uses them to train me to do the dishes and laundry. Our relationship and house are much better off because of Kinder Bueno.
124563,B000UZLQG2,AQ5JDBXICB18J,R. Culp,1,3,2,1248825600,Buttery flavor ???,Tastes too much like regular oil for me. I'm still looking for one that tastes like butter.
312845,B001NXM3GM,A3NJW996S3A1MY,"Amelia Parrish ""mamamelia""",0,0,5,1252022400,awesome baby snacks,my now 15-month old loves these. he is still working on chewing well & doesn't have very many teeth.
483582,B001E6K63A,A2CW9XSV8YTGKK,Brian J. Binder,0,0,5,1295395200,AWESOME! #2 Favorite Cereal - can now enjoy again!,"This cereal is awesome, especially if you mix in with Cocoa Krispies.  4 boxes for about $10 with free shipping - how can you pass that up?!?!  I'll continue to buy this every 2-3 months, and you can even save more with a subscription!  Thanks Amazon!"
372160,B006G7WCZ2,A3L6YSYB1ITURN,JDrive,0,0,5,1347235200,"Ja, mon!","Big fat beans roasted just right....easy to get out of bed for a mug of this coffee.<br />Much preferred to the Lively Up, the only other Marley Coffee I tried.<br />My friend who is a coffee snob even likes it.<br />Ordered the whole beans and I use my Aero Press to make it.<br />Have already reordered."
243313,B00305L330,A2HYNXP71BPC0J,Steve_C,0,0,5,1290211200,"Terrific, new part of my daily routine","One of the best shakes ever. If you're looking to break the frappacino habit for something a bit healthier...and cheaper...this is it. 2 scoops, 8 ounces of soy milk and a cup of ice in the blender is now my standard coffee break."
528444,B004ZGABAE,A3IGYF45BZV4S6,H Toler,0,0,4,1349136000,Works,"The deer in my area (private land in the south western part of virginia) really like this product. I poured it out once in front of a trail camera and the deer activity remained fairly constant at the location for 2 weeks. They scraped the first 2-3 inches of soil off trying to get to it. I poured it out again when the acorns started falling and there was probably 50% less activity at the site but, they were still visiting the site. Because these are not farm country deer and reside mostly deep in the mountains, I will continue to use the product to provide the deer with minerals they would otherwise have a difficult time locating naturally and because they apparantly like the taste/smell because they usually find it the same day I put it out. Not to mention, it's much easier to carry up the mountain than a 50lb sack of corn."
37221,B003CK2BQG,A2I6FFCUE6KID9,"Stone Maven ""Stone Maven""",0,0,5,1320451200,The only green tea I like,"I drink Twinings Orange Pekoe black tea, raspberry leaf tea and this. I can't stand any other teas very much.<br /><br />This is especially wonderful with a greek or middle eastern dinner."
352794,B002D8I0KO,A31RK6E8NXM452,"C. J. ""C. J.""",0,0,5,1283644800,My Favorite!!!! =:o),"Used to get this candy when I was a kid in Europe, and I was so glad to find it here, the seller ships immediately. Great packaging too! I have now gone back 3 times and gave them as a present to others! Especially love the centers, you have to try to savor them so you get the sour center at the end!<br />These are little like potato chips, can't just eat one!!!! LOL!"
422131,B0064KOG2S,AW0B33EZVO9FX,"Bernadette G. James ""B.G.James""",0,0,5,1349740800,my favorite flavor,"Arrived in two plastic bags inside a box. I found the tootsie pops to be great, not perfect, but pretty close. Didn't have the problems some other reviewers had...no old or super sticky wrappers. Some of the pops may have been blems or maybe what's considered factory seconds?? They were broken up but yet in one piece as if they were glued back together with sugar! Sounds crazy but that's the best way I can explain it. Would I order from them again? Absolutely!!"
38570,B003GSK4CW,A3F8JL9JHBBM4S,D. Oakes,0,0,5,1347667200,Makes flavoring fraps very easy,"If you like making homemade flavored treats, ours is frapps, then you need the assistance of this syrup pump.  No accidentally knocking the bottle over with the lid off and having a spill, just easy access and delivery.<br /><br />Getting ready to order another set.  This makes it so easy we want to try even more syrup flavors."
543178,B000O9T4FY,A8E6ONBUKIKJ3,emma,0,0,5,1332028800,Recommend,these are absolutely great! And the price is even better! I was so sick of paying 11 dollars for one vanilla bean so I went online and found an amazing deal! I will always buy vanilla beans from here!
417604,B005GYULZY,A3SQDS7VX6Z40I,Tareflamingo,0,0,5,1321660800,Doggie Crack?!,"The five stars are from Panda the Puppy.  This thing smells horrible, and looks disgusting, but the puppy loves it. He loves it so much that I can tolerate the horrible smell for him.  Panda loves treats, like most puppies, but this treat in particular gets his attention. It is working as a great training aid too.  He sits, he licks.  It is a treat that he is motivated to work for, and it makes training easier. We do have other treats that work, but this one has the benefit of a fast grab. I don't have to dig in a bag or really search for it."
308158,B0014EW5CC,ADIL8KZJ2ZBT4,Linda E. Moore,0,0,1,1322265600,The high fructose corn syrup is too sweet,"My mother used to use the condensed soup as a sauce to top stuffed green peppers, so I bought 24 cans to use for the same purpose.<br /><br />BIG MISTAKE!<br /><br />It's WAY too sweet now, not the soup I remember. Even the consistency is different.<br /><br />I tried mixing it with standard tomato sauce which helped somewhat; still, I won't be using 24 cans.<br /><br />I guess most of them will go to the food pantry.<br /><br />If you haven't tried this soup in a while, buy one or two cans before you commit to a whole boatload."
225019,B002YKQFTY,A2Q34OXE0V35EL,Lyn,0,0,5,1326758400,great product!,"My Shih Tzu loves this entire product line, all flavors pork, beef, duck, and chicken. Great for bone and joint health.  Shipped much quicker from this company than the other ones I ordered from a different company!! Keep a close eye on the jerky type, she loves them but she almost choked on one..so watch them if you give them the jerky type! These sticks go much quicker, but are soft and not as chewy as the jerky type."
261847,B001EQ517G,A3AXJQ55TD8Q04,Daniel Kalb,0,0,4,1296432000,Great Honey for the Money,"Though not quite as good as the super expensive kind that come in small jars, this honey is nonetheless excellent. The squeezable plastic container with the pop-up lid is very convenient. A glass jar with a screw top is classy, but quite messy and not user friendly. Tupelo honey has a wonderful unique taste and aroma which distinguishes it from all other honeys."
252557,B00434J53M,A3I3XBMW9SEMFG,Megan,0,0,5,1350432000,Easy and Perfect for dorms!,"After living in college for a little over a month, I realized how much I miss having soup at the tip of my fingers! I ordered this and it fits perfectly on top of my mini fridge, and I just grab a can when I'm missing soup from New England!!"
408145,B000FDDETG,A3977OZLNA8LCB,Carol Lynn,0,0,5,1276560000,WARNING!,"WARNING! You will love this bread!!! Be advised though, the yeast provided is not adequate. I live in the mountains at 8,000 feet and less yeast usually works up here, but I had to add another TABLESPOON of yeast to get the dough to rise properly. Like wild rice? We add one cup of cooked Lundberg wild rice blend. YUM YUM. <a href=""http://www.amazon.com/gp/product/B000G82L62"">Lundberg Wild Blend, Gourmet Blend of Wild and Whole Grain Brown Rice, 16-Ounce Bags (Pack of 6)</a>. Update: Apparently it was the weight of the added onions and rice that made the dough heavy and difficult to rise, but without these add-ins the provided yeast is sufficient."
216744,B000KADHIW,A169LQ0J9D74V8,"Jane Eyre ""Teresa""",4,4,3,1174521600,Carb Counters Hot Cereal,"This is ok, if you like the taste of soybeans and soy products, you will like it, if not, then don't try it. It has a very large soy 'fake' taste. It did have an oatmeal texture and a little bit of oatmeal taste. It wasn't bad, and if you miss your oatmeal, it is certainly a good substitute."
518066,B002N7DSNE,A3T473STZ1GCA9,COYS!!,0,0,5,1310256000,Awesome!,These wafer have a very bright lemony filling and dont taste like they are gluten free cookies. I have to keep them away from my kids!
